aristas,tiempo
65536,0.0257756
65536,0.0244983
65536,0.0221976
65536,0.0266223
65536,0.0236981
65536,0.0239342
65536,0.0260462
65536,0.0258363
65536,0.0246867
65536,0.0230931
65536,0.0245207
65536,0.0260175
65536,0.0297066
65536,0.0273453
65536,0.0293669
65536,0.0266037
65536,0.0290074
65536,0.0249507
65536,0.0264483
65536,0.0260775
65536,0.0256223
65536,0.0242659
65536,0.0233243
65536,0.0295617
65536,0.026641
65536,0.0286713
65536,0.0282151
65536,0.0273059
65536,0.0277966
65536,0.026077
65536,0.0256325
65536,0.0258626
65536,0.0227651
65536,0.0250979
65536,0.025654
65536,0.0250272
65536,0.0231545
65536,0.0239038
65536,0.0225766
65536,0.0198596
65536,0.025076
65536,0.0265814
65536,0.0234979
65536,0.0365855
65536,0.0313993
65536,0.026747
65536,0.0357533
65536,0.0451709
65536,0.0270594
65536,0.0262888
131072,0.0488744
131072,0.0565112
131072,0.0490598
131072,0.0661136
131072,0.0532191
131072,0.054014
131072,0.0467534
131072,0.0439158
131072,0.0474069
131072,0.0471778
131072,0.0394141
131072,0.0407133
131072,0.049369
131072,0.0451924
131072,0.0404747
131072,0.0423783
131072,0.0416283
131072,0.0473217
131072,0.0455828
131072,0.0398412
131072,0.0454985
131072,0.0479754
131072,0.0440315
131072,0.0529892
131072,0.0415821
131072,0.0418584
131072,0.0469834
131072,0.0452416
131072,0.042898
131072,0.0437092
131072,0.041675
131072,0.047991
131072,0.0656702
131072,0.075671
131072,0.042674
131072,0.0483551
131072,0.0382586
131072,0.0481957
131072,0.0452837
131072,0.0470259
131072,0.0455804
131072,0.0441677
131072,0.039297
131072,0.0496534
131072,0.0422342
131072,0.0444928
131072,0.0416877
131072,0.0425833
131072,0.0471854
131072,0.0449899
262144,0.079871
262144,0.0919414
262144,0.084482
262144,0.083745
262144,0.0978722
262144,0.0967962
262144,0.0759545
262144,0.0718382
262144,0.0898518
262144,0.0750052
262144,0.0745741
262144,0.0843148
262144,0.0826756
262144,0.0740341
262144,0.0808125
262144,0.0803739
262144,0.0820155
262144,0.0742199
262144,0.0934195
262144,0.0828696
262144,0.0760127
262144,0.0753443
262144,0.0710676
262144,0.0907387
262144,0.0729371
262144,0.0698471
262144,0.0723567
262144,0.0766044
262144,0.0801696
262144,0.0781283
262144,0.0725121
262144,0.0813082
262144,0.0776226
262144,0.0794786
262144,0.0837386
262144,0.0821713
262144,0.0736716
262144,0.0843792
262144,0.0840548
262144,0.0846589
262144,0.0750894
262144,0.0770149
262144,0.0691257
262144,0.0759769
262144,0.0757452
262144,0.074172
262144,0.0696642
262144,0.0735482
262144,0.0721711
262144,0.0739378
