aristas,tiempo
65536,0.04769
65536,0.0456496
65536,0.0441323
65536,0.0482158
65536,0.0486898
65536,0.0460071
65536,0.0442311
65536,0.0450208
65536,0.0455537
65536,0.0464366
65536,0.0488216
65536,0.0461533
65536,0.0479348
65536,0.0493165
65536,0.0513813
65536,0.0445269
65536,0.0467412
65536,0.0450904
65536,0.0466551
65536,0.0479365
65536,0.0453469
65536,0.0495586
65536,0.0461892
65536,0.0722797
65536,0.0529366
65536,0.0443462
65536,0.0630041
65536,0.0568226
65536,0.0446237
65536,0.0450535
65536,0.0478102
65536,0.0447802
65536,0.0472146
65536,0.0454524
65536,0.044185
65536,0.0452407
65536,0.0451343
65536,0.0451788
65536,0.0437581
65536,0.0455156
65536,0.0446639
65536,0.0450292
65536,0.0478254
65536,0.0454052
65536,0.046533
65536,0.0441915
65536,0.0451405
65536,0.0450411
65536,0.0453143
65536,0.0447161
131072,0.0597106
131072,0.0631388
131072,0.0633885
131072,0.0622641
131072,0.0662381
131072,0.069081
131072,0.0604682
131072,0.0616793
131072,0.0608748
131072,0.0661572
131072,0.0619916
131072,0.0678889
131072,0.0657529
131072,0.0619541
131072,0.0599531
131072,0.0600587
131072,0.0605999
131072,0.0669482
131072,0.061318
131072,0.0605178
131072,0.0603901
131072,0.0622688
131072,0.0608067
131072,0.0614718
131072,0.0603226
131072,0.0637989
131072,0.0614167
131072,0.0604516
131072,0.0618454
131072,0.0644907
131072,0.0606012
131072,0.0625941
131072,0.062804
131072,0.0615874
131072,0.0639905
131072,0.0617076
131072,0.0607083
131072,0.0622763
131072,0.0615813
131072,0.0607841
131072,0.0614524
131072,0.0639874
131072,0.0612806
131072,0.0621073
131072,0.0612539
131072,0.0627748
131072,0.0619868
131072,0.0619355
131072,0.0614342
131072,0.0631298
262144,0.0967832
262144,0.0997592
262144,0.0982957
262144,0.110582
262144,0.10025
262144,0.101954
262144,0.0970528
262144,0.0974988
262144,0.0955417
262144,0.0972306
262144,0.0958115
262144,0.0947841
262144,0.102095
262144,0.10432
262144,0.0990217
262144,0.095171
262144,0.0955263
262144,0.0989494
262144,0.0959613
262144,0.0963658
262144,0.104167
262144,0.0951935
262144,0.100489
262144,0.0980333
262144,0.0966285
262144,0.0965845
262144,0.0985943
262144,0.0979659
262144,0.102746
262144,0.0950381
262144,0.10425
262144,0.0973617
262144,0.0990418
262144,0.0956725
262144,0.101061
262144,0.101441
262144,0.0975933
262144,0.101079
262144,0.104125
262144,0.109137
262144,0.0967479
262144,0.101222
262144,0.0984918
262144,0.104256
262144,0.0957061
262144,0.0966797
262144,0.101005
262144,0.0991573
262144,0.0959302
262144,0.098979
524288,0.170776
524288,0.209043
524288,0.172785
524288,0.178027
524288,0.169941
524288,0.189756
524288,0.183834
524288,0.194751
524288,0.181123
524288,0.177386
524288,0.186108
524288,0.182147
524288,0.174594
524288,0.198523
524288,0.197103
524288,0.171658
524288,0.166845
524288,0.183543
524288,0.212681
524288,0.182357
524288,0.185621
524288,0.202733
524288,0.18134
524288,0.184686
524288,0.187526
524288,0.182981
524288,0.191567
524288,0.264247
524288,0.198412
524288,0.207199
524288,0.194445
524288,0.221241
524288,0.180571
524288,0.218215
524288,0.194934
524288,0.200322
524288,0.195607
524288,0.17316
524288,0.211712
524288,0.193738
524288,0.18715
524288,0.169373
524288,0.175002
524288,0.190312
524288,0.18159
524288,0.18226
524288,0.182072
524288,0.179271
524288,0.184703
524288,0.176506
1048576,0.32406
1048576,0.317101
1048576,0.314302
1048576,0.314536
1048576,0.347973
1048576,0.323801
1048576,0.330621
1048576,0.329946
1048576,0.320892
1048576,0.306002
1048576,0.312435
1048576,0.313583
1048576,0.312204
1048576,0.304935
1048576,0.321521
1048576,0.317804
1048576,0.319619
1048576,0.299866
1048576,0.305343
1048576,0.311855
1048576,0.329313
1048576,0.304973
1048576,0.321579
1048576,0.312222
1048576,0.335272
1048576,0.311816
1048576,0.301351
1048576,0.303461
1048576,0.303586
1048576,0.298273
1048576,0.325332
1048576,0.332704
1048576,0.331183
1048576,0.334963
1048576,0.325871
1048576,0.31237
1048576,0.309251
1048576,0.30283
1048576,0.308791
1048576,0.306822
1048576,0.302949
1048576,0.299881
1048576,0.303297
1048576,0.300915
1048576,0.30909
1048576,0.311326
